name,version,downloads,updated_at,repository,description
yoke-derive,0.8.1,257853071,2025-10-28,https://github.com/unicode-org/icu4x,Custom derive for the yoke crate
icu_properties_data,2.1.2,256265231,2025-12-09,https://github.com/unicode-org/icu4x,Data for the icu_properties crate
zerovec,0.11.5,255831250,2025-10-28,https://github.com/unicode-org/icu4x,Zero-copy vector backed by a byte array
rustls-pki-types,1.14.0,255265943,2026-01-16,https://github.com/rustls/pki-types,Shared types for the rustls PKI ecosystem
zstd-safe,7.2.4,255222224,2025-03-20,https://github.com/gyscos/zstd-rs,Safe low-level bindings for the zstd compression library.
icu_properties,2.1.2,253435795,2025-12-09,https://github.com/unicode-org/icu4x,Definitions for Unicode properties
writeable,0.6.2,252649368,2025-10-28,https://github.com/unicode-org/icu4x,A more efficient alternative to fmt::Display
icu_provider,2.1.1,252255182,2025-10-28,https://github.com/unicode-org/icu4x,Trait and struct definitions for the ICU data provider
zerovec-derive,0.11.2,252034504,2025-10-28,https://github.com/unicode-org/icu4x,Custom derive for the zerovec crate
icu_normalizer_data,2.1.1,251193093,2025-10-28,https://github.com/unicode-org/icu4x,Data for the icu_normalizer crate
zstd,0.13.3,250941069,2025-02-20,https://github.com/gyscos/zstd-rs,Binding for the zstd compression library.
icu_collections,2.1.1,249922269,2025-10-28,https://github.com/unicode-org/icu4x,Collection of API for use in ICU libraries.
zerofrom,0.1.6,249502346,2025-02-26,https://github.com/unicode-org/icu4x,ZeroFrom trait for constructing
signature,2.2.0,249118853,2026-02-04,https://github.com/RustCrypto/traits,"Traits for cryptographic signature algorithms (e.g. ECDSA, Ed25519)"
num-rational,0.4.2,248919156,2025-01-25,https://github.com/rust-num/num-rational,Rational numbers implementation for Rust
matchit,0.9.1,248638728,2025-12-26,https://github.com/ibraheemdev/matchit,"A high performance, zero-copy URL router."
zerofrom-derive,0.1.6,248633850,2025-02-26,https://github.com/unicode-org/icu4x,Custom derive for the zerofrom crate
icu_normalizer,2.1.1,247825155,2025-10-29,https://github.com/unicode-org/icu4x,API for normalizing text into Unicode Normalization Forms
spki,0.7.3,246925415,2025-07-10,https://github.com/RustCrypto/formats,X.509 Subject Public Key Info (RFC5280) describing public keys as well as their associated AlgorithmIdentifiers (i.e. OIDs)
core-foundation,0.10.1,245606456,2025-05-26,https://github.com/servo/core-foundation-rs,Bindings to Core Foundation for macOS
unicase,2.9.0,244864982,2026-01-06,https://github.com/seanmonstar/unicase,A case-insensitive wrapper around strings.
hyper-util,0.1.20,240354306,2026-02-02,https://github.com/hyperium/hyper-util,hyper utilities
winapi-util,0.1.11,240172314,2025-09-07,https://github.com/BurntSushi/winapi-util,A dumping ground for high level safe wrappers over windows-sys.
idna_adapter,1.2.1,240156136,2025-05-08,https://github.com/hsivonen/idna_adapter,Back end adapter for idna
quick-xml,0.39.2,238188584,2026-02-20,https://github.com/tafia/quick-xml,High performance xml reader and writer
tonic,0.14.5,237434212,2026-02-19,https://github.com/hyperium/tonic,"A gRPC over HTTP/2 implementation focused on high performance, interoperability, and flexibility."
data-encoding,2.10.0,237292546,2026-01-10,https://github.com/ia0/data-encoding,"Efficient and customizable data-encoding functions like base64, base32, and hex"
pkcs8,0.10.2,236986841,2026-02-11,https://github.com/RustCrypto/formats,"Pure Rust implementation of Public-Key Cryptography Standards (PKCS) #8: Private-Key Information Syntax Specification (RFC 5208), with additional support for PKCS#8v2 asymmetric key packages (RFC 5958"
is-terminal,0.4.17,236934205,2025-10-23,https://github.com/sunfishcode/is-terminal,Test whether a given stream is a terminal
bit-vec,0.9.1,236665603,2026-03-12,https://github.com/contain-rs/bit-vec,A vector of bits
dashmap,6.1.0,236248480,2025-03-05,https://github.com/xacrimon/dashmap,Blazing fast concurrent HashMap for Rust.
opaque-debug,0.4.0,234891851,2026-02-06,https://github.com/RustCrypto/utils,This crate is deprecated. Use explicit impl of `fmt::Debug` instead.
num-complex,0.4.6,234862738,2025-01-25,https://github.com/rust-num/num-complex,Complex numbers implementation for Rust
filetime,0.2.27,234296018,2026-01-18,https://github.com/alexcrichton/filetime,Platform-agnostic accessors of timestamps in File metadata
native-tls,0.2.18,233823551,2026-02-18,https://github.com/rust-native-tls/rust-native-tls,A wrapper over a platform's native TLS implementation
http-body-util,0.1.3,228987611,2025-03-11,https://github.com/hyperium/http-body,Combinators and adapters for HTTP request or response bodies.
portable-atomic,1.13.1,228751475,2026-03-14,https://github.com/taiki-e/portable-atomic,"Portable atomic types including support for 128-bit atomics, atomic float, etc."
windows-core,0.62.2,228721488,2025-10-06,https://github.com/microsoft/windows-rs,Core type support for COM and Windows
prost-build,0.14.3,228355192,2026-01-10,https://github.com/tokio-rs/prost,Generate Prost annotated Rust types from Protocol Buffers files.
async-channel,2.5.0,228093470,2025-07-06,https://github.com/smol-rs/async-channel,Async multi-producer multi-consumer channel
web-sys,0.3.91,227318792,2026-02-27,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/web-sys,"Bindings for all Web APIs, a procedurally generated crate from WebIDL"
serde_with,3.18.0,227145678,2026-03-13,https://github.com/jonasbb/serde_with/,Custom de/serialization functions for Rust's serde
base64ct,1.8.3,227093889,2026-01-12,https://github.com/RustCrypto/formats,"Pure Rust implementation of Base64 (RFC 4648) which avoids any usages of data-dependent branches/LUTs and thereby provides portable ""best effort"" constant-time operation and embedded-friendly no_std s"
zstd-sys,2.0.16+zstd.1.5.7,225493420,2025-09-04,https://github.com/gyscos/zstd-rs,Low-level bindings for the zstd compression library.
tower-http,0.6.8,224617155,2025-12-08,https://github.com/tower-rs/tower-http,Tower middleware and utilities for HTTP clients and servers
crunchy,0.2.4,224164672,2025-06-25,https://github.com/eira-fransham/crunchy,Crunchy unroller: deterministically unroll constant loops
serde_with_macros,3.18.0,223775193,2026-03-13,https://github.com/jonasbb/serde_with/,proc-macro library for serde_with
bit-set,0.9.1,220541613,2026-03-12,https://github.com/contain-rs/bit-set,A set of bits
cipher,0.5.1,219402353,2026-02-25,https://github.com/RustCrypto/traits,Traits for describing block ciphers and stream ciphers
target-lexicon,0.13.5,218449295,2026-02-15,https://github.com/bytecodealliance/target-lexicon,LLVM target triple types
const-oid,0.10.2,218436389,2026-01-07,https://github.com/RustCrypto/formats,"Const-friendly implementation of the ISO/IEC Object Identifier (OID) standard as defined in ITU X.660, with support for BER/DER encoding/decoding as well as heapless no_std (i.e. embedded) support"
bytemuck,1.25.0,214145866,2026-01-31,https://github.com/Lokathor/bytemuck,A crate for mucking around with piles of bytes.
crossbeam-queue,0.3.12,213722035,2024-12-15,https://github.com/crossbeam-rs/crossbeam,Concurrent queues
bincode,3.0.0,213259253,2025-12-16,https://github.com/bincode-org/bincode,A binary serialization / deserialization strategy for transforming structs into bytes and vice versa!
security-framework,3.7.0,212975114,2026-02-20,https://github.com/kornelski/rust-security-framework,Security.framework bindings for macOS and iOS
futures-lite,2.6.1,212974367,2025-08-04,https://github.com/smol-rs/futures-lite,"Futures, streams, and async I/O combinators"
pest,2.8.6,212148862,2026-02-05,https://github.com/pest-parser/pest,The Elegant Parser
memmap2,0.9.10,212147979,2026-02-15,https://github.com/RazrFalcon/memmap2-rs,Cross-platform Rust API for memory-mapped file IO
indoc,2.0.7,211570705,2025-10-21,https://github.com/dtolnay/indoc,Indented document literals
async-stream,0.3.6,210671710,2024-10-01,https://github.com/tokio-rs/async-stream,Asynchronous streams using async & await notation
async-stream-impl,0.3.6,210409717,2024-10-01,https://github.com/tokio-rs/async-stream,proc macros for async-stream crate
console,0.16.3,209323968,2026-03-13,https://github.com/console-rs/console,A terminal and console abstraction for Rust
foldhash,0.2.0,206770854,2025-08-23,https://github.com/orlp/foldhash,"A fast, non-cryptographic, minimally DoS-resistant hashing algorithm."
md-5,0.10.6,202372107,2026-02-13,https://github.com/RustCrypto/hashes,MD5 hash function
windows,0.62.2,201768684,2025-10-06,https://github.com/microsoft/windows-rs,Rust for Windows
multimap,0.10.1,201386375,2025-05-11,https://github.com/havarnov/multimap,A multimap implementation.
dirs-sys,0.5.0,201372034,2025-01-11,https://github.com/dirs-dev/dirs-sys-rs,System-level helper functions for the dirs and directories crates.
hyper-timeout,0.5.2,201130954,2024-11-03,https://github.com/hjr3/hyper-timeout,"A connect, read and write timeout aware connector to be used with hyper Client."
constant_time_eq,0.4.2,201033216,2025-03-15,https://github.com/cesarb/constant_time_eq,Compares two equal-sized byte strings in constant time.
lru,0.16.3,200928134,2026-01-07,https://github.com/jeromefroe/lru-rs.git,A LRU cache implementation
schemars,1.2.1,200448102,2026-02-01,https://github.com/GREsau/schemars,Generate JSON Schemas from Rust code
ucd-trie,0.1.7,197412021,2024-09-29,https://github.com/BurntSushi/ucd-generate,A trie for storing Unicode codepoint sets and maps.
dirs,6.0.0,197220576,2025-01-12,https://github.com/soc/dirs-rs,"A tiny low-level library that provides platform-specific standard locations of directories for config, cache and other data on Linux, Windows, macOS and Redox by leveraging the mechanisms defined by t"
aes,0.8.4,193512256,2026-02-02,https://github.com/RustCrypto/block-ciphers,Pure Rust implementation of the Advanced Encryption Standard (a.k.a. Rijndael)
arc-swap,1.9.0,192849004,2026-03-21,https://github.com/vorner/arc-swap,Atomically swappable Arc
async-lock,3.4.2,191958130,2025-12-21,https://github.com/smol-rs/async-lock,Async synchronization primitives
wasm-bindgen-futures,0.4.64,189999975,2026-02-27,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/futures,Bridging the gap between Rust Futures and JavaScript Promises
dyn-clone,1.0.20,187724082,2025-07-27,https://github.com/dtolnay/dyn-clone,Clone trait that is dyn-compatible
pem,3.0.6,187675225,2025-10-10,https://github.com/jcreekmore/pem-rs.git,Parse and encode PEM-encoded data.
pest_derive,2.8.6,182811255,2026-02-05,https://github.com/pest-parser/pest,pest's derive macro
criterion,0.8.2,182519048,2026-02-04,https://github.com/criterion-rs/criterion.rs,Statistics-driven micro-benchmarking library
pest_meta,2.8.6,181363730,2026-02-05,https://github.com/pest-parser/pest,pest meta language parser and validator
pest_generator,2.8.6,181208016,2026-02-05,https://github.com/pest-parser/pest,pest code generator
hashlink,0.11.0,179503677,2025-10-26,https://github.com/kyren/hashlink,HashMap-like containers that hold their key-value pairs in a user controllable order
num_enum,0.7.6,179485255,2026-03-15,https://github.com/illicitonion/num_enum,Procedural macros to make inter-operation between primitives and enums easier.
num_enum_derive,0.7.6,179336794,2026-03-15,https://github.com/illicitonion/num_enum,Internal implementation details for ::num_enum (Procedural macros to make inter-operation between primitives and enums easier)
security-framework-sys,2.17.0,179133280,2026-02-20,https://github.com/kornelski/rust-security-framework,Apple `Security.framework` low-level FFI bindings
num,0.4.3,178267854,2025-01-25,https://github.com/rust-num/num,"A collection of numeric types and traits for Rust, including bigint, complex, rational, range iterators, generic integers, and more!"
phf_codegen,0.13.1,178119181,2025-08-23,https://github.com/rust-phf/rust-phf,Codegen library for PHF types
pem-rfc7468,1.0.0,178019779,2025-11-08,https://github.com/RustCrypto/formats,"PEM Encoding (RFC 7468) for PKIX, PKCS, and CMS Structures, implementing a strict subset of the original Privacy-Enhanced Mail encoding intended specifically for use with cryptographic keys, certifica"
schannel,0.1.29,177545571,2026-03-10,https://github.com/steffengy/schannel-rs,"Schannel bindings for rust, allowing SSL/TLS (e.g. https) without openssl"
radium,1.1.1,175412642,2025-07-09,https://github.com/ferrilab/ferrilab,Portable interfaces for maybe-atomic types
anstyle-wincon,3.0.11,174785246,2025-11-13,https://github.com/rust-cli/anstyle.git,Styling legacy Windows terminals
tungstenite,0.29.0,174517247,2026-03-17,https://github.com/snapview/tungstenite-rs,Lightweight stream-based WebSocket implementation
windows-result,0.4.1,171916118,2025-10-06,https://github.com/microsoft/windows-rs,Windows error handling
rand_xorshift,0.5.0,171669837,2026-02-02,https://github.com/rust-random/rngs,Xorshift random number generator
libz-sys,1.1.25,170404216,2026-03-10,https://github.com/rust-lang/libz-sys,Low-level bindings to the system libz library (also known as zlib).
polling,3.11.0,169085576,2025-09-14,https://github.com/smol-rs/polling,"Portable interface to epoll, kqueue, event ports, and IOCP"
opentelemetry,0.31.0,168295168,2025-09-25,https://github.com/open-telemetry/opentelemetry-rust/tree/main/opentelemetry,OpenTelemetry API for Rust
criterion-plot,0.8.2,164200664,2026-02-04,https://github.com/criterion-rs/criterion.rs,Criterion's plotting library
